Wed, 07 Sep 2016 23:14:59:Insert_mysql_Efforttime.py[line:29] INFO Connect Redis OK!
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['22333739', u'2016-09-02 11:36:43', u'oe-zhanglianhui-china', 100, u'2016-09-07 22:38:27']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21297174', u'2016-08-08 17:33:41', u'oe-luowei-china', 20, u'2016-09-07 22:52:22']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21287558', u'2016-08-08 10:22:56', u'oe-zhanglianhui-china', 20, u'2016-09-07 22:52:22']
Wed, 07 Sep 2016 23:15:00:Insert_mysql_Efforttime.py[line:291] INFO ['21287558', u'2016-08-08 10:10:07', u'oe-lichuangcheng-china', 10, u'2016-09-07 22:52:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21269387', u'2016-08-07 17:34:50', u'oe-fansongchen-china', 25, u'2016-09-07 22:52:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21264837', u'2016-08-07 14:12:13', u'oe-yanghongsheng-china', 20, u'2016-09-07 22:52:23']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21264837', u'2016-08-07 13:58:49', u'oe-yanghongsheng-china', 10, u'2016-09-07 22:52:23']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21237032', u'2016-08-06 13:50:57', u'oe-zhanglianhui-china', 30, u'2016-09-07 22:52:23']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21232489', u'2016-08-06 11:21:19', u'oe-zhanglianhui-china', 120, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-17 19:08:06', u'oe-lichuangcheng-china', 50, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-17 08:38:41', u'oe-liushuqian-china', 20, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-15 09:14:26', u'oe-JiangShiXun-china', 15, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-15 09:09:13', u'oe-liushuqian-china', 20, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-15 08:49:50', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-13 08:01:17', u'oe-lichuangcheng-china', 60, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-13 00:15:40', u'oe-lichuangcheng-china', 40, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-12 00:56:21', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-11 01:04:09', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-11 00:20:25', u'oe-fansongchen-china', 20, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-10 10:39:33', u'oe-liushuqian-china', 30, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-10 08:41:50', u'oe-luowei-china', 20, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-10 04:07:51', u'oe-guofei-china', 40, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-09 11:09:51', u'oe-liushuqian-china', 40, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-09 03:57:09', u'oe-fansongchen-china', 40, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-09 02:44:30', u'oe-fansongchen-china', 150, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-09 01:38:20', u'oe-fansongchen-china', 30, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-08 23:10:33', u'oe-luowei-china', 20, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-07 08:50:53', u'oe-yanghongsheng-china', 10, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-06 07:58:46', u'oe-JiangShiXun-china', 50, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-06 04:58:08', u'oe-JiangShiXun-china', 20, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21224224', u'2016-08-06 04:36:26', u'oe-JiangShiXun-china', 20, u'2016-09-07 22:52:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21212308', u'2016-08-05 20:01:23', u'oe-zhangyuan-china', 30, u'2016-09-07 22:52:25']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21210244', u'2016-08-08 09:16:52', u'oe-lichuangcheng-china', 40, u'2016-09-07 22:53:07']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21210244', u'2016-08-08 09:07:10', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:53:07']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21210244', u'2016-08-08 08:40:53', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:53:07']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21210244', u'2016-08-07 08:50:03', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:53:07']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21210244', u'2016-08-05 22:12:20', u'oe-YueZhao-china', 120, u'2016-09-07 22:53:07']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-27 00:19:49', u'oe-yanghongsheng-china', 10, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-26 21:21:21', u'oe-JiangShiXun-china', 15, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-26 00:25:45', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-25 23:57:17', u'oe-JiangShiXun-china', 15, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-24 23:53:07', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-24 19:43:55', u'oe-JiangShiXun-china', 20, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-23 09:03:21', u'oe-zhanglianhui-china', 40, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-22 08:13:30', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-21 07:50:48', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-20 14:27:54', u'oe-luowei-china', 20, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-19 15:48:49', u'oe-luowei-china', 15, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-19 08:45:48', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-19 08:41:23', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-19 03:05:03', u'oe-JiangShiXun-china', 30, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-19 01:12:42', u'oe-guofei-china', 35, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-18 09:35:18', u'oe-liushuqian-china', 5, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-18 09:31:03', u'oe-liushuqian-china', 40, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-17 09:59:34', u'oe-yuezhao-china', 55, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-17 03:26:09', u'oe-luowei-china', 15, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-16 00:47:41', u'oe-zhanglianhui-china', 50, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-13 03:15:35', u'oe-lichuangcheng-china', 60, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-13 00:15:56', u'oe-lichuangcheng-china', 40, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-12 13:10:44', u'oe-luowei-china', 30, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-12 07:51:51', u'oe-lichuangcheng-china', 70, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-12 01:45:13', u'oe-lichuangcheng-china', 70, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-11 17:21:41', u'oe-JiangShiXun-china', 50, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-11 17:19:47', u'oe-yuezhao-china', 80, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-11 10:11:37', u'oe-zhangyuan-china', 60, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-11 08:35:35', u'oe-luowei-china', 20, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-11 00:24:15', u'oe-fansongchen-china', 20, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-10 21:11:50', u'oe-yuezhao-china', 60, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-10 09:04:54', u'oe-luowei-china', 20, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-10 04:10:36', u'oe-guofei-china', 40, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-10 00:05:35', u'oe-fansongchen-china', 20, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-09 19:54:07', u'oe-yuezhao-china', 60, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-09 07:42:03', u'oe-guofei-china', 35, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-08 23:13:08', u'oe-luowei-china', 20, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-07 08:48:39', u'oe-yanghongsheng-china', 5, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-06 01:03:36', u'oe-JiangShiXun-china', 40, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209400', u'2016-08-05 22:10:41', u'oe-zhangyuan-china', 300, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209359', u'2016-08-09 19:55:11', u'oe-yuezhao-china', 60, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209359', u'2016-08-09 15:20:59', u'oe-zhanglianhui-china', 100, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209359', u'2016-08-08 23:18:49', u'oe-luowei-china', 20, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209359', u'2016-08-08 13:26:49', u'oe-zhanglianhui-china', 50, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209359', u'2016-08-06 14:09:32', u'oe-zhanglianhui-china', 200, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209359', u'2016-08-06 01:03:58', u'oe-JiangShiXun-china', 10, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21209359', u'2016-08-05 20:26:42', u'oe-YueZhao-china', 270, u'2016-09-07 22:53:21']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-18 10:46:37', u'oe-yanghongsheng-china', 10, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-18 00:46:50', u'oe-JiangShiXun-china', 10, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-17 18:43:53', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-17 04:46:18', u'oe-zhanglianhui-china', 200, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-17 03:24:04', u'oe-luowei-china', 15, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-16 16:02:05', u'oe-fanSongchen-china', 15, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-16 08:37:19', u'oe-yanghongsheng-china', 10, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-16 00:52:57', u'oe-zhanglianhui-china', 50, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-13 16:56:02', u'oe-guofei-china', 50, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-13 03:15:58', u'oe-lichuangcheng-china', 70, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-13 00:15:47', u'oe-lichuangcheng-china', 30, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-12 12:52:18', u'oe-luowei-china', 20, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-12 07:52:11', u'oe-lichuangcheng-china', 75, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-12 00:57:13', u'oe-yanghongsheng-china', 15, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-11 10:25:15', u'oe-liushuqian-china', 40, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-11 08:34:28', u'oe-luowei-china', 30, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-11 01:56:12', u'oe-fansongchen-china', 100, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-11 01:13:46', u'oe-yanghongsheng-china', 20, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-10 08:16:52', u'oe-fansongchen-china', 100, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-10 04:09:02', u'oe-guofei-china', 40, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-10 00:00:21', u'oe-fansongchen-china', 20, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-09 01:21:41', u'oe-fansongchen-china', 20, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-08 23:23:42', u'oe-luowei-china', 20, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-07 00:44:59', u'oe-Jiangshixun-china', 10, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-06 07:59:24', u'oe-JiangShiXun-china', 20, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-06 04:17:28', u'oe-JiangShiXun-china', 40, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-06 01:43:16', u'oe-JiangShiXun-china', 50, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-05 15:12:17', u'oe-yanghongsheng-china', 100, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-05 14:16:58', u'oe-guofei-china', 20, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21205971', u'2016-08-05 13:56:57', u'oe-yanghongsheng-china', 10, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21200172', u'2016-08-08 14:53:38', u'oe-yangwenting-china', 40, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21200172', u'2016-08-05 13:49:24', u'oe-liushuqian-china', 200, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21200172', u'2016-08-05 11:52:12', u'oe-guofei-china', 100, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21200172', u'2016-08-05 11:20:39', u'oe-fansongchen-china', 120, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21200172', u'2016-08-05 11:18:56', u'oe-yanghongsheng-china', 100, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21200172', u'2016-08-05 11:16:32', u'oe-zhanglianhui-china', 80, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21200172', u'2016-08-05 10:42:52', u'oe-fansongchen-china', 30, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21200172', u'2016-08-05 09:46:31', u'oe-fansongchen-china', 50, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21174611', u'2016-08-05 00:40:51', u'oe-JiangShiXun-china', 430, u'2016-09-07 22:53:22']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21171008', u'2016-08-04 18:47:42', u'oe-luowei-china', 60, u'2016-09-07 22:53:23']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21169973', u'2016-08-05 00:36:42', u'oe-lichuangcheng-china', 40, u'2016-09-07 22:53:23']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21169973', u'2016-08-04 23:39:43', u'oe-luowei-china', 60, u'2016-09-07 22:53:23']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21166642', u'2016-08-06 08:28:00', u'oe-zhanglianhui-china', 50, u'2016-09-07 22:53:23']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21166642', u'2016-08-04 19:33:36', u'oe-YueZhao-china', 90, u'2016-09-07 22:53:23']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21166642', u'2016-08-04 16:31:01', u'oe-guofei-china', 10, u'2016-09-07 22:53:23']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21165751', u'2016-08-08 10:49:12', u'oe-LiuShuqian-china', 20, u'2016-09-07 22:53:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21165751', u'2016-08-05 02:56:34', u'oe-JiangShiXun-china', 40, u'2016-09-07 22:53:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21165751', u'2016-08-04 18:04:58', u'oe-yuezhao-china', 120, u'2016-09-07 22:53:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21165751', u'2016-08-04 16:14:19', u'oe-guofei-china', 90, u'2016-09-07 22:53:24']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21165532', u'2016-08-11 10:18:31', u'oe-zhanglianhui-china', 100, u'2016-09-07 22:54:06']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21165532', u'2016-08-11 02:15:38', u'oe-fansongchen-china', 50, u'2016-09-07 22:54:06']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21165532', u'2016-08-11 01:13:08', u'oe-yanghongsheng-china', 20, u'2016-09-07 22:54:06']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21165532', u'2016-08-11 00:17:10', u'oe-fansongchen-china', 20, u'2016-09-07 22:54:06']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21165532', u'2016-08-10 09:10:29', u'oe-luowei-china', 30, u'2016-09-07 22:54:06']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21165532', u'2016-08-10 08:17:39', u'oe-fansongchen-china', 40, u'2016-09-07 22:54:06']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21165532', u'2016-08-10 04:09:20', u'oe-guofei-china', 40, u'2016-09-07 22:54:06']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21165532', u'2016-08-10 00:14:31', u'oe-fansongchen-china', 40, u'2016-09-07 22:54:06']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21165532', u'2016-08-09 15:49:16', u'oe-zhanglianhui-china', 130, u'2016-09-07 22:54:06']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21165532', u'2016-08-09 08:54:37', u'oe-zhanglianhui-china', 50, u'2016-09-07 22:54:06']
Wed, 07 Sep 2016 23:15:01:Insert_mysql_Efforttime.py[line:291] INFO ['21165532', u'2016-08-09 07:41:07', u'oe-guofei-china', 40, u'2016-09-07 22:54:06']
